Brand,Model,Specifications
LG,KB775 Scarlet,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, Q1. Released 2009, April', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '108 x 54.8 x 13.2 mm (4.25 x 2.16 x 0.52 in)', 'Weight': '110 g (3.88 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT resistive touchscreen, 256K colors', 'Size': '3.0 inches, 25.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot), 1 GB included', 'Phonebook': '1000 entries, Photocall', 'Call records': '40 dialed, 40 received, 40 missed calls', 'Internal': '70MB'}}, {'Main Camera': {'Single': '3.15 MP, AF', 'Video': '320p'}}, {'Selfie camera': {'Single': 'Yes'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML, HTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'DVB-H or DVB-T TV receiver (country specific)'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 300 h'}}, {'Misc': {'Colors': 'Black, Dark Red'}}]"
LG,GB230 Julia,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, May. Released 2009, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '101.2 x 49.2 x 15.7 mm (3.98 x 1.94 x 0.62 in)', 'Weight': '89 g (3.14 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': '1000 entries, Photocall', 'Call records': '40 dialed, 40 received, 40 missed calls', 'Internal': '6MB'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'QCIF@15fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'FM radio, RDS, recording, built-in antenna', 'USB': '2.0'}}, {'Features': {'Sensors': 'SMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/WAV player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 800 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black, Dark Blue', 'SAR': '0.67 W/kg (head) \xa0 \xa0 0.42 W/kg (body) \xa0 \xa0 ', 'Price': 'About 50 EUR'}}]"
LG,GW550,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, June. Released 2009, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '116 x 62 x 12 mm (4.57 x 2.44 x 0.47 in)', 'Weight': '125.5 g (4.41 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Microsoft Windows Mobile 6.5 Standard'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '256MB'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': '320p@15fps'}}, {'Selfie camera': {'Single': 'Yes'}}, {'Sound': {'Loudspeaker': 'Yes, with stereo speakers', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'WAP 2.0/xHTML, HTML', 'Browser': 'MP3/MP4/eAAC+/WMA player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1300 mAh battery', 'Talk time': 'Up to 370 h (2G) / Up to 430 h (3G)'}}, {'Misc': {'Colors': 'Black', 'SAR': '1.12 W/kg (head) \xa0 \xa0 0.50 W/kg (body) \xa0 \xa0 ', 'SAR EU': '1.43 W/kg (head) \xa0 \xa0 ', 'Price': 'About 70 EUR'}}]"
LG,GB170,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, August. Released 2009, Q3', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '103 x 46 x 13.9 mm (4.06 x 1.81 x 0.55 in)', 'Weight': '76.5 g (2.68 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries, Photo call', 'Call records': 'Yes', 'Internal': '8MB'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP4/H.263 player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 950 mAh battery', 'Talk time': 'Up to 500 h'}}, {'Misc': {'Colors': 'Black, Red'}}]"
LG,GB109,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, August. Released 2009, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '102 x 45 x 14.6 mm (4.02 x 1.77 x 0.57 in)', 'Weight': '92 g (3.25 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'CSTN, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes', 'Call records': 'Yes', 'Internal': '1MB'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio; built-in antenna', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS', 'Messaging': 'No', 'Browser': 'Yes', 'Games': 'No', 'Java': 'Calendar'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 950 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 30 EUR'}}]"
LG,GB270,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, August. Released 2009, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '108 x 47 x 12.7 mm (4.25 x 1.85 x 0.5 in)', 'Weight': '88.3 g (3.10 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '2.0 inches, 12.4 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSD (dedicated slot)', 'Phonebook': '1000 entries, Photo call', 'Call records': 'Yes', 'Internal': '12MB'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio, RDS; scheduled recording', 'USB': '1.1'}}, {'Features': {'Sensors': 'SMS, EMS, MMS', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'Interchangeable covers'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 450 h'}}, {'Misc': {'Colors': 'Black, Gray, Pink', 'Price': 'About 40 EUR'}}]"
LG,GB190,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, October. Released 2009, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '104 x 46 x 13.9 mm (4.09 x 1.81 x 0.55 in)', 'Weight': '76 g (2.68 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': 'Yes, Photo call', 'Call records': 'Yes'}}, {'Main Camera': {'Single': 'VGA', 'Video': 'No'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio, recording', 'USB': 'Proprietary'}}, {'Features': {'Sensors': 'SMS, MMS', 'Messaging': 'WAP 2.0', 'Browser': 'Yes', 'Games': 'No', 'Java': 'MP3/MP4 player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 950 mAh battery', 'Talk time': 'Up to 350 h', 'Music play': 'Up to 3 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 60 EUR'}}]"
LG,GW300,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, August. Released 2009, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '115.5 x 61 x 12.8 mm (4.55 x 2.40 x 0.50 in)', 'Weight': '95 g (3.35 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 contacts, Photocall', 'Call records': '100 received, dialed and missed calls', 'Internal': '15MB'}}, {'Main Camera': {'Single': '2 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS(threaded view), MMS, Email, IM', 'Messaging': 'WAP 2.0/xHTML, HTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/MP4/eAAC+/WMA player'}}, {'Battery': {'Stand-by': 'Removable Li-Po 900 mAh battery', 'Talk time': 'Up to 400 h'}}, {'Misc': {'Colors': 'Black, Blue', 'SAR': '0.98 W/kg (head) \xa0 \xa0 0.58 W/kg (body) \xa0 \xa0 ', 'Price': 'About 70 EUR'}}, {'Tests': {'Loudspeaker': '\r\n'}}]"
LG,BL40 New Chocolate,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, August. Released 2009, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '128 x 51 x 10.9 mm (5.04 x 2.01 x 0.43 in)', 'Weight': '129 g (4.55 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT capacitive touchscreen, 16M colors', 'Size': '4.01 inches, 37.7 cm', 'Resolution': '2', 'Protection': ' (~57.8% screen-to-body ratio)'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries, Photo call', 'Call records': 'Yes', 'Internal': '1.1GB'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'Schneider-Kreuznach optics, LED flash', 'Video': '480p@30fps'}}, {'Selfie camera': {'Single': 'Yes'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g, DLNA', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio, RDS; FM transmitter', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, proximity', 'Messaging': 'SMS, EMS, MMS, Email, IM', 'Browser': 'WAP 2.0/xHTML, HTML', 'Games': '7 incl. motion-based + downloadable', 'Java': 'Yes, MIDP 2.0'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 400 h (2G) / Up to 370 h (3G)'}}, {'Misc': {'Colors': 'Black', 'SAR': '0.21 W/kg (head) \xa0 \xa0 0.62 W/kg (body) \xa0 \xa0 ', 'SAR EU': '0.76 W/kg (head) \xa0 \xa0 ', 'Price': 'About 100 EUR'}}, {'Tests': {'Loudspeaker': '\r\n', 'Audio quality': 'Voice 71dB / Noise 70dB / Ring 81dB'}}]"
LG,GM750,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, September. Released 2009, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '109.8 x 53.5 x 12.9 mm (4.32 x 2.11 x 0.51 in)', 'Weight': '120 g (4.23 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT resistive touchscreen, 256K colors', 'Size': '3.0 inches, 25.6 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Microsoft Windows Mobile 6.5 Professional', 'Chipset': 'Qualcomm MSM7201A', 'CPU': '528 MHz ARM 11', 'GPU': 'Adreno 130'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '200MB'}}, {'Main Camera': {'Single': '5 MP, AF', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11b/g', 'Bluetooth': '2.1, A2DP', 'GPS': 'Yes, with A-GPS', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'WAP 2.0/xHTML, HTML', 'Browser': 'MP4/H.264/WMV player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1500 mAh battery', 'Talk time': 'Up to 450 h'}}, {'Misc': {'Colors': 'Black', 'SAR': '1.36 W/kg (head) \xa0 \xa0 1.06 W/kg (body) \xa0 \xa0 ', 'SAR EU': '1.16 W/kg (head) \xa0 \xa0 ', 'Price': 'About 290 EUR'}}]"
LG,CF360,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, February. Released 2009, February', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '101 x 48 x 17 mm (3.98 x 1.89 x 0.67 in)', 'Weight': '100 g (3.53 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '2.0 inches, 12.4 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries, Photocall', 'Call records': 'Yes', 'Internal': '10MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.0, A2DP', 'GPS': 'Yes, A-GPS (US version only)', 'Radio': 'No', 'USB': '2.0'}}, {'Features': {'Sensors': 'SMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/eAAC+/WMA player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 900 mAh battery', 'Talk time': 'Up to 250 h'}}, {'Misc': {'Colors': 'Red, Blue', 'SAR': '0.68 W/kg (head) \xa0 \xa0 0.72 W/kg (body) \xa0 \xa0 ', 'Price': 'About 70 EUR'}}]"
LG,GW620,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, September. Released 2009, November', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '109 x 54.5 x 15.9 mm (4.29 x 2.15 x 0.63 in)', 'Weight': '139 g (4.90 oz)', 'Keyboard': 'QWERTY', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT resistive touchscreen, 256K colors (65K effective)', 'Size': '3.0 inches, 26.8 cm', 'Resolution': '2'}}, {'Platform': {'OS': 'Android 1.5, upgradable to 2.2 (Froyo)'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Internal': '150MB'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'LED flash', 'Video': '320p@30fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g, hotspot', 'Bluetooth': '2.0, A2DP', 'GPS': 'Yes, A-GPS', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'Accelerometer, compass', 'Browser': 'WAP 2.0/xHTML, HTML'}}, {'Battery': {'Stand-by': 'Removable Li-Po 1500 mAh battery', 'Talk time': 'Up to 600 h (2G) / Up to 500 h (3G)'}}, {'Misc': {'Colors': 'Black, Gray, Blue', 'SAR': '0.21 W/kg (head) \xa0 \xa0 0.71 W/kg (body) \xa0 \xa0 ', 'Price': 'About 90 EUR'}}, {'Tests': {'Camera': '\r\n', 'Loudspeaker': 'Photo', 'Audio quality': '\r\n'}}]"
LG,BL20 New Chocolate,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, September. Released 2009, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '106.9 x 50.8 x 12.3 mm (4.21 x 2.0 x 0.48 in)', 'Weight': '115 g (4.06 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 contacts, Photocall', 'Call records': 'Yes', 'Internal': '60MB'}}, {'Main Camera': {'Single': '5 MP, AF', 'Features': 'Schneider-Kreuznach optics, LED flash', 'Video': '320p@15fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'FM radio', 'USB': '2.0'}}, {'Features': {'Sensors': 'SMS, EMS, MMS, EMail, Instant Messaging', 'Messaging': 'WAP 2.0/xHTML, HTML', 'Browser': 'Yes, 2  + Downloadable', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/AAC/AAC+/WMA player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 900 mAh battery', 'Talk time': 'Up to 450 h'}}, {'Misc': {'Colors': 'Black', 'SAR': '0.41 W/kg (head) \xa0 \xa0 0.58 W/kg (body) \xa0 \xa0 ', 'SAR EU': '0.67 W/kg (head) \xa0 \xa0 ', 'Price': 'About 70 EUR'}}, {'Tests': {'Camera': '\r\n', 'Loudspeaker': 'Photo', 'Audio quality': '\r\n'}}]"
LG,GD510 Pop,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, September. Released 2009, October', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '97.8 x 49.5 x 11.2 mm (3.85 x 1.95 x 0.44 in)', 'Weight': '87g (3.07 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT resistive touchscreen, 256K colors', 'Size': '3.0 inches, 25.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries, Photocall', 'Call records': '20 dialed, 20 received, 20 missed calls', 'Internal': '42MB'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': '320p@15fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'Accelerometer', 'Messaging': 'SMS, MMS, Email', 'Browser': 'WAP 2.0/xHTML, HTML', 'Games': 'Yes', 'Java': 'Yes, MIDP 2.1'}}, {'Battery': {'Charging': 'Removable Li-Ion 900 mAh battery (LGIP-550N)', 'Stand-by': 'Up to 3 h 20 min', 'Talk time': 'Up to 2 min 30 sec'}}, {'Misc': {'Colors': 'Silver, Black, Twiilght', 'SAR': '1.36 W/kg (head) \xa0 \xa0 0.57 W/kg (body) \xa0 \xa0 ', 'Price': 'About 80 EUR'}}, {'Tests': {'Camera': '\r\n'}}]"
LG,KM555E,"[{'Network': {'Technology': 'GSM / HSPA'}}, {'Launch': {'Announced': '2009, November. Released 2010, January', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '105.9 x 53.4 x 12 mm (4.17 x 2.10 x 0.47 in)', 'Weight': '90 g (3.17 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT touchscreen, 256K colors', 'Size': '3.0 inches, 25.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries, Photocall', 'Call records': '100 dialed, 100 received, 100 missed calls', 'Internal': '40MB'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': '320p@30fps'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'Yes'}}, {'Comms': {'WLAN': 'Wi-Fi 802.11 b/g', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB'}}, {'Features': {'Sensors': 'Accelerometer', 'Messaging': 'SMS, MMS, Email, Push Email', 'Browser': 'WAP 2.0/xHTML, HTML', 'Games': 'Yes', 'Java': 'Yes, MIDP 2.1'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 950 mAh battery', 'Talk time': 'Up to 570 h'}}, {'Misc': {'Colors': 'Black, Silver, Violet', 'Models': 'km570', 'Price': 'About 80 EUR'}}]"
LG,GD310 ,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, October. Released 2010, February', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '102.9 x 52 x 15.5 mm (4.05 x 2.05 x 0.61 in)', 'Weight': '112 g (3.95 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.4 inches, 17.8 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '1000 entries, Photocall', 'Call records': '10 dialed, 10 received, 10 missed calls', 'Internal': '128MB'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {'Single': 'Yes'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio, RDS', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML, HTML, Adobe Flash Lite', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.1', 'Java': 'MP3/AAC+ player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 900 mAh battery', 'Talk time': 'Up to 500 h'}}, {'Misc': {'Colors': 'White, Black, Pink', 'Price': 'About 90 EUR'}}]"
LG,8575 Samba,"[{'Network': {'Technology': 'CDMA / EVDO'}}, {'Launch': {'Announced': '2009. Released 2009', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '109.2 x 55.9 x 12 mm (4.30 x 2.20 x 0.47 in)', 'Weight': '119.9 g (4.20 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT touchscreen, 256K colors', 'Size': '3.0 inches, 25.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': 'Yes, Photocall', 'Call records': 'Yes', 'Internal': '1GB'}}, {'Main Camera': {'Single': '3.15 MP', 'Video': 'Yes'}}, {'Selfie camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS, MMS, Email, IM', 'Messaging': 'WAP 2.0/xHTML, HTML', 'Browser': 'Yes', 'Games': 'No', 'Java': 'MP4/H.263 player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 1000 mAh battery', 'Talk time': 'Up to 480 h'}}, {'Misc': {'Colors': 'Black, Bronze'}}]"
LG,GU285,"[{'Network': {'Technology': 'GSM / UMTS'}}, {'Launch': {'Announced': '2009, October. Released 2010, September', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '96 x 45.7 x 14.9 mm (3.78 x 1.80 x 0.59 in)', 'Weight': '105 g (3.70 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 256K colors', 'Size': '2.0 inches, 12.6 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'microSDHC (dedicated slot)', 'Phonebook': '500 entries, Photo call', 'Call records': 'Yes', 'Internal': '20MB'}}, {'Main Camera': {'Single': '1.3 MP', 'Video': '176x144@15fps'}}, {'Selfie camera': {'Single': 'VGA videocall camera'}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': '2.1, A2DP', 'GPS': 'No', 'Radio': 'Stereo FM radio (selected markets)', 'USB': 'microUSB 2.0'}}, {'Features': {'Sensors': 'SMS, MMS, Email', 'Messaging': 'WAP 2.0/xHTML (Teleca Obigo Q7.XX)', 'Browser': 'Yes', 'Games': 'Yes, MIDP 2.0', 'Java': 'MP3/eAAC+/WMA player'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 900 mAh battery', 'Talk time': 'Up to 383 h (2G) / Up to 331 h (3G)'}}, {'Misc': {'Colors': 'Black, Silver, White & Red, White & Pink, Light Silver', 'SAR': '0.71 W/kg (head) \xa0 \xa0 0.39 W/kg (body) \xa0 \xa0 ', 'Price': 'About 60 EUR'}}]"
LG,GB160,"[{'Network': {'Technology': 'GSM'}}, {'Launch': {'Announced': '2009, November. Released 2009, November', 'Status': 'Discontinued'}}, {'Body': {'Dimensions': '103 x 46 x 12.5 mm (4.06 x 1.81 x 0.49 in)', 'Weight': '67.5 (2.36 oz)', 'SIM': 'Mini-SIM'}}, {'Display': {'Type': 'TFT, 65K colors', 'Size': '1.5 inches, 7.3 cm', 'Resolution': '2'}}, {'Memory': {'Card slot': 'No', 'Phonebook': 'Yes, up to 500 entries', 'Call records': '50 dialed, 50 received, 50 missed calls', 'Internal': '2MB'}}, {'Camera': {}}, {'Sound': {'Loudspeaker': 'Yes', '3.5mm jack': 'No'}}, {'Comms': {'WLAN': 'No', 'Bluetooth': 'No', 'GPS': 'No', 'Radio': 'Stereo FM radio, recording', 'USB': 'No'}}, {'Features': {'Sensors': 'SMS', 'Messaging': 'WAP 2.0', 'Browser': 'Yes', 'Games': 'No', 'Java': 'Wireless FM (market and carrier dependent)'}}, {'Battery': {'Stand-by': 'Removable Li-Ion 950 mAh battery', 'Talk time': 'Up to 240 h'}}, {'Misc': {'Colors': 'Black', 'Price': 'About 70 EUR'}}]"
